,index,x0,x1,sigma,c,t,w,iata,latitude,longitude,country,state,region,hub
167,167,0.6149027804870595,-1.6944459582382103,0.09513709400966056,0.40054543273799814,230.83912658010712,3.4480193507611188,ACT,31.61138889,-97.22861111,US,TX,centre,no
168,168,0.7119788987860189,-1.6938483397022868,0.09513709400966056,0.40054543273799814,230.83912658010712,3.2489370849105845,COU,38.81361111,-92.21916667,US,MO,centre,no
169,169,0.5836583268965703,-1.5513296770669507,0.09513709400966056,0.40054543273799814,230.83912658010712,3.3921427841185934,FOE,38.9525,-95.6625,US,KS,centre,no
170,170,0.6720998374066354,-1.4795251597569363,0.09513709400966056,0.40054543273799814,230.83912658010712,6.007936629737375,LAN,42.77916667,-84.58833333,US,MI,east,no
171,171,0.6830690666226443,-1.7157701029797074,0.09513709400966056,0.40054543273799814,230.83912658010712,2.8276917006375037,MHK,39.14222222,-96.66888889,US,KS,centre,no
172,172,0.6080083534687627,-1.6708838735350453,0.09513709400966056,0.40054543273799814,230.83912658010712,3.093209955772285,SWO,36.15888889,-97.08555556,US,OK,centre,no
173,173,0.5254791822977329,-1.5095052497448365,0.09513709400966056,0.40054543273799814,230.83912658010712,3.0540839089386984,TUP,34.25888889,-88.76722222,US,MS,centre,no
174,174,0.6697936189591202,-1.4896546274397977,0.09513709400966056,0.40054543273799814,230.83912658010712,8.090490994288785,TYS,35.81222222,-83.9925,US,TN,east,no
175,175,0.7024493654379765,-2.1336108681423127,0.09513709400966056,0.40054543273799814,230.83912658010712,2.435983188782689,ACV,40.97916667,-124.1075,US,CA,west,no
176,176,0.8365440733075789,-2.1540296088669524,0.09513709400966056,0.40054543273799814,230.83912658010712,3.336156798615623,BLI,48.79444444,-122.53472222,US,WA,west,no
177,177,0.738312615541441,-2.1786419619107535,0.09513709400966056,0.40054543273799814,230.83912658010712,1.6474103242362739,CEC,41.78,-124.23583333,US,CA,west,no
178,178,0.7006131357350801,-2.081917156473499,0.09513709400966056,0.40054543273799814,230.83912658010712,2.702001788785237,RDD,40.50833333,-122.29222222,US,CA,west,no
179,179,0.6102309728545984,-1.2790538610124662,0.09513709400966056,0.40054543273799814,230.83912658010712,6.68558280290392,ACY,39.45611111,-74.57805556,US,NJ,east,no
180,180,0.4629256345094362,-1.4105321173357268,0.09513709400966056,0.40054543273799814,230.83912658010712,5.120387604284855,AGS,33.36916667,-81.96444444,US,GA,east,no
181,181,0.6527277524697028,-1.4086095959046758,0.09513709400966056,0.40054543273799814,230.83912658010712,6.787140009637585,CAE,33.93638889,-81.11583333,US,SC,east,no
182,182,0.70605234451675,-1.4623606801084803,0.09513709400966056,0.40054543273799814,230.83912658010712,6.889508219101716,CAK,40.91388889,-81.44166667,US,OH,east,no
183,183,0.6905670611464291,-1.273436494242219,0.09513709400966056,0.40054543273799814,230.83912658010712,1.850899604020045,CEF,42.19777778,-72.53055556,US,MA,east,no
184,184,0.6621257155207388,-1.432936510370893,0.09513709400966056,0.40054543273799814,230.83912658010712,4.699302919387601,CRW,38.37277778,-81.59305556,US,WV,east,no
185,185,0.6781649657249709,-1.533801726406689,0.09513709400966056,0.40054543273799814,230.83912658010712,4.424598916555267,CWA,44.78222222,-89.65916667,US,WI,centre,no
186,186,0.6390350558567256,-1.3941899628902332,0.09513709400966056,0.40054543273799814,230.83912658010712,5.745198132439396,DAB,29.1825,-81.05277778,US,FL,east,no
187,187,0.5182178951981022,-1.3316266391263873,0.09513709400966056,0.40054543273799814,230.83912658010712,4.946296951346774,FAY,34.99138889,-78.88027778,US,NC,east,no
188,188,0.7060498151961146,-1.5539757808040242,0.09513709400966056,0.40054543273799814,230.83912658010712,6.409364656014446,FWA,40.97833333,-85.18805556,US,IN,east,no
189,189,0.6881080640748746,-1.470514584946667,0.09513709400966056,0.40054543273799814,230.83912658010712,7.511019639723765,GRR,42.88111111,-85.52416667,US,MI,east,no
190,190,0.6756580018205733,-1.407827829913116,0.09513709400966056,0.40054543273799814,230.83912658010712,7.169441443560021,GSO,36.09194444,-79.94277778,US,NC,east,no
191,191,0.7115014235559814,-1.4426680992777894,0.09513709400966056,0.40054543273799814,230.83912658010712,2.217541603895377,GYY,41.61805556,-87.41555556,US,IN,east,no
192,192,0.6149064222850497,-1.193602553135999,0.09513709400966056,0.40054543273799814,230.83912658010712,2.4991405497043218,ISO,35.32666667,-77.61666667,US,NC,east,no
193,193,0.6427157833459506,-1.394533861876551,0.09513709400966056,0.40054543273799814,230.83912658010712,1.1919338737442413,JST,40.31666667,-78.83444444,US,PA,east,no
194,194,0.7039964228074066,-1.5885096470052533,0.09513709400966056,0.40054543273799814,230.83912658010712,5.4845991172630795,LNK,40.85083333,-96.75888889,US,NE,centre,no
195,195,0.672440938834901,-1.483818158294443,0.09513709400966056,0.40054543273799814,230.83912658010712,3.225423161598969,LUK,39.10277778,-84.42138889,US,OH,east,no
196,196,0.6595615355860105,-1.4490587919644178,0.09513709400966056,0.40054543273799814,230.83912658010712,5.006677669046642,MOB,30.68833333,-88.24083333,US,AL,centre,no
197,197,0.6375988577121844,-1.2443826712260113,0.09513709400966056,0.40054543273799814,230.83912658010712,2.002323773133286,ORH,42.26916667,-71.87444444,US,MA,east,no
198,198,0.6083907881870059,-1.3225794423451038,0.09513709400966056,0.40054543273799814,230.83912658010712,2.553025356818097,PGV,35.63333333,-77.38527778,US,NC,east,no
199,199,0.737991665939825,-1.33785792663018,0.09513709400966056,0.40054543273799814,230.83912658010712,6.448214243210753,PWM,43.64444444,-70.30361111,US,ME,east,no
200,200,0.7828894646751181,-1.2669325031699896,0.09513709400966056,0.40054543273799814,230.83912658010712,1.5867081617427856,RME,43.23388889,-75.4075,US,NY,east,no
201,201,0.6844277388527997,-1.2915754158351607,0.09513709400966056,0.40054543273799814,230.83912658010712,6.924740303975586,ROC,43.12138889,-77.67083333,US,NY,east,no
202,202,0.6332778033527898,-1.3170511748292704,0.09513709400966056,0.40054543273799814,230.83912658010712,6.948774765541464,SAV,32.1275,-81.2025,US,GA,east,no
203,203,0.7443776635103554,-1.457742112096243,0.09513709400966056,0.40054543273799814,230.83912658010712,7.033507504901856,SYR,43.11055556,-76.1025,US,NY,east,no
204,204,0.6764847335284214,-1.490985757451741,0.09513709400966056,0.40054543273799814,230.83912658010712,4.418662802102375,TOL,41.59083333,-83.80083333,US,OH,east,no
205,205,0.6639713349119009,-1.4662568941079641,0.09513709400966056,0.40054543273799814,230.83912658010712,4.585862262674614,TRI,36.47611111,-82.40638889,US,TN,east,no
206,206,0.6484280172183616,-2.0515973775045206,0.09513709400966056,0.40054543273799814,230.83912658010712,3.167161940571933,VNY,34.20972222,-118.49,US,CA,west,no
207,207,0.788182480291244,-1.4719619547313474,0.09513709400966056,0.40054543273799814,230.83912658010712,3.941046853666378,YIP,42.23777778,-83.53055556,US,MI,east,no
208,208,0.7037083106745976,-1.4005773205865526,0.09513709400966056,0.40054543273799814,230.83912658010712,2.9692601014220013,YNG,41.25611111,-80.66972222,US,OH,east,no
209,209,0.5851493454894554,-2.1408039014222298,0.09513709400966056,0.40054543273799814,230.83912658010712,1.718587648657893,APC,38.21222222,-122.28,US,CA,west,no
210,210,0.6544680610892163,-1.3977122523664944,0.09513709400966056,0.40054543273799814,230.83912658010712,3.7998936529822527,ADW,38.81083333,-76.86722222,US,MD,east,no
211,211,0.6562352748609355,-1.4410515006838398,0.09513709400966056,0.40054543273799814,230.83912658010712,5.8452569118838875,AVL,35.435,-82.54111111,US,NC,east,no
212,212,0.7406151567171844,-2.00213760273881,0.09513709400966056,0.40054543273799814,230.83912658010712,4.885865221910464,BFI,47.52888889,-122.29944444,US,WA,west,no
213,213,0.5151274774483935,-1.4325114123897313,0.09513709400966056,0.40054543273799814,230.83912658010712,1.5760760700309329,MCF,27.84888889,-82.52166667,US,FL,east,no
214,214,0.6374221904413143,-1.4641970290482964,0.09513709400966056,0.40054543273799814,230.83912658010712,7.448850786363344,MIA,25.7925,-80.28611111,US,FL,east,yes
215,215,0.7320224797390515,-1.3728675201628708,0.09513709400966056,0.40054543273799814,230.83912658010712,1.6216016869557388,NGU,36.93722222,-76.29055556,US,VA,east,no
216,216,0.6101087728156683,-1.5406841484893372,0.09513709400966056,0.40054543273799814,230.83912658010712,0.9897242289409715,NPA,30.35277778,-87.32027778,US,FL,east,no
217,217,0.6365945421533038,-1.4462632090182923,0.09513709400966056,0.40054543273799814,230.83912658010712,2.0978065972427378,POB,35.17083333,-79.01472222,US,NC,east,no
218,218,0.5683498327023117,-1.6895172102181781,0.09513709400966056,0.40054543273799814,230.83912658010712,4.764046852234861,AEX,31.32416667,-92.54694444,US,LA,centre,no
219,219,0.5525792107187942,-1.9851153290906025,0.09513709400966056,0.40054543273799814,230.83912658010712,5.250904172167881,AZA,33.30777778,-111.65555556,US,AZ,west,no
220,220,0.608536825403495,-1.5420868822779297,0.09513709400966056,0.40054543273799814,230.83912658010712,3.860447964071972,CSG,32.51611111,-84.93888889,US,GA,east,no
221,221,0.7891310795169455,-1.8382926052899442,0.09513709400966056,0.40054543273799814,230.83912658010712,3.74312948613532,CYS,41.15583333,-104.81222222,US,WY,west,no
222,222,0.7183114409457665,-1.9187305685257483,0.09513709400966056,0.40054543273799814,230.83912658010712,0.8893959887399512,DPG,40.19944444,-112.93666667,US,UT,west,no
223,223,0.7067196672800705,-1.294129352201885,0.09513709400966056,0.40054543273799814,230.83912658010712,1.3984678621444246,DQK,44.05,-75.73305556,US,NY,east,no
224,224,0.7365238990726823,-1.55549493092283,0.09513709400966056,0.40054543273799814,230.83912658010712,4.827545316796313,GFK,47.95194444,-97.17861111,US,ND,centre,no
225,225,0.5062252467417641,-1.655242141478123,0.09513709400966056,0.40054543273799814,230.83912658010712,2.8777998490299947,LRD,27.54472222,-99.46111111,US,TX,centre,no
226,226,0.6582485937449724,-1.4299794291751766,0.09513709400966056,0.40054543273799814,230.83912658010712,7.250132903892355,MDT,40.19305556,-76.76222222,US,PA,east,no
227,227,0.5669086914523123,-2.0403596389409024,0.09513709400966056,0.40054543273799814,230.83912658010712,2.028326186984151,RIV,33.88055556,-117.25861111,US,CA,west,no
228,228,0.748141730460654,-1.594116553721056,0.09513709400966056,0.40054543273799814,230.83912658010712,6.740553829603433,SBN,41.70444444,-86.3125,US,IN,east,no
229,229,0.6520078951109357,-1.5817008355005495,0.09513709400966056,0.40054543273799814,230.83912658010712,5.501061103052987,SGF,37.24,-93.385,US,MO,centre,no
230,230,0.7425288473250208,-1.6087846546775375,0.09513709400966056,0.40054543273799814,230.83912658010712,1.5124805955646308,AFK,40.60694444,-95.86583333,US,NE,centre,no
231,231,0.6726662511661765,-1.5149066254271564,0.09513709400966056,0.40054543273799814,230.83912658010712,1.296442657588339,BEH,42.12777778,-86.42833333,US,MI,east,no
232,232,0.5756002472135642,-1.7251919091790604,0.09513709400966056,0.40054543273799814,230.83912658010712,1.4069827239158235,AFW,32.98666667,-97.3175,US,TX,centre,no
233,233,0.7089765577768057,-1.4260090328903434,0.09513709400966056,0.40054543273799814,230.83912658010712,3.223266510310185,INT,36.13527778,-80.22555556,US,NC,east,no
234,234,0.622989471888279,-1.4695670101279097,0.09513709400966056,0.40054543273799814,230.83912658010712,3.7718400159885173,JQF,35.38527778,-80.70972222,US,NC,east,no
235,235,0.819047184653612,-1.3033100862454554,0.09513709400966056,0.40054543273799814,230.83912658010712,0.7423607451628552,AGC,40.35472222,-79.93,US,PA,east,no
236,236,0.580596614672907,-1.4784532648620772,0.09513709400966056,0.40054543273799814,230.83912658010712,1.8683204284258101,BQK,31.25888889,-81.46638889,US,GA,east,no
237,237,0.6572775221559218,-1.4597692514772045,0.09513709400966056,0.40054543273799814,230.83912658010712,4.528157960944977,GNV,29.68972222,-82.27583333,US,FL,east,no
238,238,0.5939961464161922,-1.4825907975891675,0.09513709400966056,0.40054543273799814,230.83912658010712,4.806507686674353,MGM,32.3,-86.39111111,US,AL,centre,no
239,239,0.5640276290898931,-1.631091841407359,0.09513709400966056,0.40054543273799814,230.83912658010712,4.76720999494267,SHV,32.44694444,-93.82555556,US,LA,centre,no
240,240,0.648936515240125,-1.6131759409408681,0.09513709400966056,0.40054543273799814,230.83912658010712,7.089250613482127,XNA,36.28194444,-94.30694444,US,AR,centre,no
241,241,0.5568067465356253,-1.4974188295835575,0.09513709400966056,0.40054543273799814,230.83912658010712,2.642086153252172,AHN,33.94833333,-83.32694444,US,GA,east,no
242,242,0.5645731363219098,-1.559575896347413,0.09513709400966056,0.40054543273799814,230.83912658010712,5.789386013671979,BTR,30.53166667,-91.15055556,US,LA,centre,no
243,243,0.6818881598988886,-1.4981834542317756,0.09513709400966056,0.40054543273799814,230.83912658010712,2.533940181004028,FYV,36.00361111,-94.17,US,AR,centre,no
244,244,0.6499529975438261,-1.550220641089155,0.09513709400966056,0.40054543273799814,230.83912658010712,3.089077025882699,GTR,33.45027778,-88.59138889,US,MS,centre,no
245,245,0.6409123532349958,-1.5346213766056152,0.09513709400966056,0.40054543273799814,230.83912658010712,1.6452211564238,MCN,32.69583333,-83.64916667,US,GA,east,no
246,246,0.6419385205654448,-1.470597632797379,0.09513709400966056,0.40054543273799814,230.83912658010712,1.5397526469461804,MKL,35.60138889,-88.91527778,US,TN,east,no
247,247,0.6316158082751746,-1.5059452076173259,0.09513709400966056,0.40054543273799814,230.83912658010712,2.953355522202447,TCL,33.22111111,-87.61083333,US,AL,centre,no
248,248,0.8513673866686158,-1.7615827226833365,0.09513709400966056,0.40054543273799814,230.83912658010712,1.2978968018281263,AIA,42.05166667,-102.80666667,US,NE,centre,no
249,249,0.7867858754230892,-1.8800770475484827,0.09513709400966056,0.40054543273799814,230.83912658010712,1.862700040152575,BFF,41.87527778,-103.60111111,US,NE,centre,no
250,250,0.8567298397672038,-1.822507805373371,0.09513709400966056,0.40054543273799814,230.83912658010712,1.7869766991084217,PIR,44.38361111,-100.28416667,US,SD,centre,no
251,251,0.6099544087784943,-1.456147193423698,0.09513709400966056,0.40054543273799814,230.83912658010712,1.0040089729776478,AL4,31.30888889,-86.39388889,US,AL,centre,no
252,252,0.7453391663827467,-1.3502779219289016,0.09513709400966056,0.40054543273799814,230.83912658010712,1.0181545371554568,ART,43.99083333,-76.02138889,US,NY,east,no
253,253,0.704355576962005,-1.2330355604535037,0.09513709400966056,0.40054543273799814,230.83912658010712,4.762111140927561,AVP,41.33916667,-75.72583333,US,PA,east,no
254,254,0.717306384749327,-1.4100948847378985,0.09513709400966056,0.40054543273799814,230.83912658010712,5.569002469319894,BTV,44.47277778,-73.15305556,US,VT,east,no
255,255,0.5846633835319763,-1.3779358087489149,0.09513709400966056,0.40054543273799814,230.83912658010712,4.809754267812051,CHO,38.14138889,-78.45305556,US,VA,east,no
256,256,0.6632554884372447,-1.4930961287297586,0.09513709400966056,0.40054543273799814,230.83912658010712,7.664272800012097,JAN,32.30972222,-90.07583333,US,MS,centre,no
257,257,0.6626984755095016,-1.4424316296078388,0.09513709400966056,0.40054543273799814,230.83912658010712,5.2868921928502335,MBS,43.53166667,-84.08166667,US,MI,east,no
258,258,0.6158890229276137,-1.4131602439730173,0.09513709400966056,0.40054543273799814,230.83912658010712,5.365985545890058,MLB,28.1025,-80.64305556,US,FL,east,no
259,259,0.8477301994105386,-1.22909343771988,0.09513709400966056,0.40054543273799814,230.83912658010712,0.8189245301621976,MSS,44.93777778,-74.84666667,US,NY,east,no
260,260,0.6118598213965896,-1.4132363278867182,0.09513709400966056,0.40054543273799814,230.83912658010712,4.512081637338674,OAJ,34.83027778,-77.61166667,US,NC,east,no
261,261,0.786561196606662,-1.3528611154223384,0.09513709400966056,0.40054543273799814,230.83912658010712,0.873236388286457,OGS,44.68166667,-75.46583333,US,NY,east,no
262,262,0.5994020546599197,-1.3756802808322246,0.09513709400966056,0.40054543273799814,230.83912658010712,5.878754573537932,PNS,30.47333333,-87.1875,US,FL,east,no
263,263,0.7042879177169393,-1.6669742072037321,0.09513709400966056,0.40054543273799814,230.83912658010712,4.905998114492896,RST,43.91027778,-92.49638889,US,MN,centre,no
264,264,0.7018822152266871,-1.4407081984653969,0.09513709400966056,0.40054543273799814,230.83912658010712,5.780756158636083,TVC,44.74,-85.58583333,US,MI,east,no
265,265,0.7564716178194164,-1.837297829355481,0.09513709400966056,0.40054543273799814,230.83912658010712,6.69192093231195,FAR,46.91555556,-96.81472222,US,ND,centre,no
266,266,0.6510801057570106,-1.4352735153717768,0.09513709400966056,0.40054543273799814,230.83912658010712,1.8662242436191472,HUF,39.45444444,-87.3075,US,IN,east,no
267,267,0.6747129314007474,-1.5799685408985684,0.09513709400966056,0.40054543273799814,230.83912658010712,2.085935113298362,MWA,37.75194444,-89.01638889,US,IL,east,no
268,268,0.6160804482317318,-1.9185099801283505,0.09513709400966056,0.40054543273799814,230.83912658010712,1.2371204981181823,ALS,37.43666667,-105.86666667,US,CO,west,no
269,269,0.8011087089015355,-2.0597189721696516,0.09513709400966056,0.40054543273799814,230.83912658010712,1.1987677091526188,ALW,46.09472222,-118.29111111,US,WA,west,no
270,270,0.6053506700615309,-1.747272147446342,0.09513709400966056,0.40054543273799814,230.83912658010712,3.1037602448442114,LAW,34.56972222,-98.41611111,US,OK,centre,no
271,271,0.6158992449778328,-1.4651813859121319,0.09513709400966056,0.40054543273799814,230.83912658010712,1.3602387781277332,ANB,33.59027778,-85.85583333,US,AL,centre,no
272,272,0.614794812468449,-1.4690286697988908,0.09513709400966056,0.40054543273799814,230.83912658010712,0.8771319440870006,MTO,39.47861111,-88.27833333,US,IL,east,no
273,273,0.8223613456154977,-2.110150494757346,0.09513709400966056,0.40054543273799814,230.83912658010712,2.0526533499348214,PAE,47.90833333,-122.28138889,US,WA,west,no
274,274,0.675289135532519,-1.5037425521530168,0.09513709400966056,0.40054543273799814,230.83912658010712,1.8196451168533676,AND,34.49361111,-82.71,US,SC,east,no
275,275,0.7389608201318071,-1.3297486768917257,0.09513709400966056,0.40054543273799814,230.83912658010712,5.207371952123133,BED,42.47083333,-71.29,US,MA,east,no
276,276,0.746151376065133,-1.4275504105278163,0.09513709400966056,0.40054543273799814,230.83912658010712,0.9399506340458025,ANP,38.94277778,-76.56888889,US,MD,east,no
277,277,0.688837442790814,-1.405281286270414,0.09513709400966056,0.40054543273799814,230.83912658010712,1.1303588579928476,AOO,40.29722222,-78.32,US,PA,east,no
278,278,0.7037417136645874,-1.8123384059089729,0.09513709400966056,0.40054543273799814,230.83912658010712,1.2902546337188365,APA,39.57277778,-104.84777778,US,CO,west,no
279,279,0.6055909749640305,-1.6560303012868893,0.09513709400966056,0.40054543273799814,230.83912658010712,2.3678285761707283,BJC,39.90888889,-105.11722222,US,CO,west,no
280,280,0.5749035976281863,-2.0239891667300736,0.09513709400966056,0.40054543273799814,230.83912658010712,1.340824085065308,TRM,33.62638889,-116.16083333,US,CA,west,no
281,281,0.43403541833058,-1.395826548765121,0.09513709400966056,0.40054543273799814,230.83912658010712,1.0776637582002413,APF,26.15277778,-81.77527778,US,FL,east,no
282,282,0.8048996101506278,-1.3981690822758777,0.09513709400966056,0.40054543273799814,230.83912658010712,1.4971089175571763,APN,45.08166667,-83.55583333,US,MI,east,no
283,283,0.7119802214344285,-1.3728580696851598,0.09513709400966056,0.40054543273799814,230.83912658010712,1.2707743314694242,CIU,46.24194444,-84.46611111,US,MI,east,no
284,284,0.7107389158960405,-1.3497302803494893,0.09513709400966056,0.40054543273799814,230.83912658010712,5.561813992756276,BGR,44.80777778,-68.82777778,US,ME,east,no
285,285,0.7631150141796122,-1.9372514202808195,0.09513709400966056,0.40054543273799814,230.83912658010712,3.712896837125216,ASE,39.22416667,-106.86888889,US,CO,west,no
286,286,0.8045274067386915,-1.8464566995232727,0.09513709400966056,0.40054543273799814,230.83912658010712,4.39132518975344,JAC,43.60666667,-110.73694444,US,WY,west,no
287,287,0.7924351634841343,-2.1184279078174177,0.09513709400966056,0.40054543273799814,230.83912658010712,1.111130751419064,AST,46.15972222,-123.88,US,OR,west,no
288,288,0.5787050984970065,-1.688442406249944,0.09513709400966056,0.40054543273799814,230.83912658010712,2.5365079512382795,BKG,36.53194444,-93.20055556,US,MO,centre,no
289,289,0.7606215993221425,-1.355276799594709,0.09513709400966056,0.40054543273799814,230.83912658010712,3.5749788532293594,BKL,41.51694444,-81.68333333,US,OH,east,no
290,290,0.669484938655533,-1.4229502635262856,0.09513709400966056,0.40054543273799814,230.83912658010712,5.213383503368408,BMI,40.48194444,-88.9275,US,IL,east,no
291,291,0.7058352023532928,-1.885982999358018,0.09513709400966056,0.40054543273799814,230.83912658010712,5.804688106579665,BZN,45.78027778,-111.15944444,US,MT,west,no
292,292,0.6910587960325338,-1.525425824097064,0.09513709400966056,0.40054543273799814,230.83912658010712,1.2775006824578485,CGI,37.22361111,-89.57166667,US,MO,centre,no
293,293,0.5932231916100134,-1.488472210550906,0.09513709400966056,0.40054543273799814,230.83912658010712,4.939632668586164,CHA,35.03638889,-85.20361111,US,TN,east,no
294,294,0.6126782911791187,-1.66094953406422,0.09513709400966056,0.40054543273799814,230.83912658010712,3.580545550729773,CLL,30.58944444,-96.36444444,US,TX,centre,no
295,295,0.5000064196562525,-1.4004485017279875,0.09513709400966056,0.40054543273799814,230.83912658010712,2.36987345522703,DHN,31.32,-85.44833333,US,AL,centre,no
296,296,0.7016279871338827,-1.9667157244535831,0.09513709400966056,0.40054543273799814,230.83912658010712,3.9085383657825483,EGE,39.64361111,-106.91388889,US,CO,west,no
297,297,0.7539459465940395,-1.4577975449857223,0.09513709400966056,0.40054543273799814,230.83912658010712,5.3351999918248465,EVV,38.03666667,-87.5325,US,IN,east,no
298,298,0.5576297424177306,-1.367365978032342,0.09513709400966056,0.40054543273799814,230.83912658010712,3.4238215783337695,EWN,35.07361111,-77.0425,US,NC,east,no
299,299,0.4702598551501755,-1.423931731942885,0.09513709400966056,0.40054543273799814,230.83912658010712,3.920437135758496,EYW,24.55555556,-81.75972222,US,FL,east,no
300,300,0.8148052733009925,-1.9247937117056229,0.09513709400966056,0.40054543273799814,230.83912658010712,4.849482155944633,FCA,48.31277778,-114.25111111,US,MT,west,no
301,301,0.6017023466445459,-1.417722098717143,0.09513709400966056,0.40054543273799814,230.83912658010712,1.8140058048048535,FLO,34.18888889,-79.72444444,US,SC,east,no
302,302,0.8260537856133271,-1.5246256987840436,0.09513709400966056,0.40054543273799814,230.83912658010712,6.630504965696348,FSD,43.57888889,-96.74083333,US,SD,centre,no
303,303,0.6941538035807797,-1.8643911004931226,0.09513709400966056,0.40054543273799814,230.83912658010712,2.318158498208646,GUC,38.53388889,-106.93888889,US,CO,west,no
304,304,0.5962296737080038,-1.7566059854647689,0.09513709400966056,0.40054543273799814,230.83912658010712,3.3837680989685794,HDN,40.48166667,-107.22,US,CO,west,no
305,305,0.6353258397893633,-1.392087695142477,0.09513709400966056,0.40054543273799814,230.83912658010712,2.0963269488715137,HHH,32.21666667,-80.68333333,US,SC,east,no
306,306,0.4922021183069932,-1.530278970046933,0.09513709400966056,0.40054543273799814,230.83912658010712,3.613438962173268,LFT,30.20472222,-91.9875,US,LA,centre,no
307,307,0.6340323435662253,-1.40156021603251,0.09513709400966056,0.40054543273799814,230.83912658010712,1.0611621178480424,LSF,32.33777778,-84.99222222,US,GA,east,no
308,308,0.687483010179115,-1.417420649499712,0.09513709400966056,0.40054543273799814,230.83912658010712,2.0057306217429427,LWB,37.85972222,-80.39861111,US,WV,east,no
309,309,0.756006741566547,-1.4143650907843757,0.09513709400966056,0.40054543273799814,230.83912658010712,1.9737117507749977,LYH,37.32694444,-79.20111111,US,VA,east,no
310,310,0.6171689637163864,-1.7162626797869742,0.09513709400966056,0.40054543273799814,230.83912658010712,1.4471254621102094,MEI,32.33722222,-88.74916667,US,MS,centre,no
311,311,0.7769176377996161,-1.4834994835781372,0.09513709400966056,0.40054543273799814,230.83912658010712,1.5850756472095395,MKG,43.17055556,-86.2375,US,MI,east,no
312,312,0.5816030874078748,-1.62315649282509,0.09513709400966056,0.40054543273799814,230.83912658010712,3.1417475643541053,MLU,32.51111111,-92.03888889,US,LA,centre,no
313,313,0.7112897932283773,-1.4477234819033336,0.09513709400966056,0.40054543273799814,230.83912658010712,1.6418467874097118,MSL,34.74527778,-87.61027778,US,AL,centre,no
314,314,0.5965546169809397,-1.9935932527918545,0.09513709400966056,0.40054543273799814,230.83912658010712,2.8207672785524482,MTJ,38.50055556,-107.89472222,US,CO,west,no
315,315,0.6878436021683345,-1.5936764487954278,0.09513709400966056,0.40054543273799814,230.83912658010712,1.3312526120097483,OWB,37.74083333,-87.16583333,US,KY,centre,no
316,316,0.5874588308973809,-1.5114779746037228,0.09513709400966056,0.40054543273799814,230.83912658010712,3.406576106943953,PFN,30.2125,-85.68194444,US,FL,east,no
317,317,0.6161006122529549,-1.3148631440379699,0.09513709400966056,0.40054543273799814,230.83912658010712,4.733880450735414,PHF,37.13166667,-76.49333333,US,VA,east,no
318,318,0.6644821827222421,-1.6046272325956077,0.09513709400966056,0.40054543273799814,230.83912658010712,5.103013617547854,PIA,40.66138889,-89.68722222,US,IL,east,no
319,319,0.7541638024307799,-1.9015941007809825,0.09513709400966056,0.40054543273799814,230.83912658010712,1.822658205771827,PIH,42.91333333,-112.59444444,US,ID,west,no
320,320,0.739057957052081,-1.525178240847607,0.09513709400966056,0.40054543273799814,230.83912658010712,3.8907939696576546,PTK,42.665,-83.41805556,US,MI,east,no
321,321,0.5807121409193857,-1.5226161720064595,0.09513709400966056,0.40054543273799814,230.83912658010712,3.037035448093885,SUS,38.66194444,-90.65,US,MO,centre,no
322,322,0.7198913504529316,-1.288738136515184,0.09513709400966056,0.40054543273799814,230.83912658010712,5.08047328193186,SWF,41.50583333,-74.09722222,US,NY,east,no
323,323,0.5580709923850735,-1.493736496146487,0.09513709400966056,0.40054543273799814,230.83912658010712,1.3541505745779254,VLD,30.78222222,-83.27694444,US,GA,east,no
324,324,0.5338827793677731,-1.447260299758301,0.09513709400966056,0.40054543273799814,230.83912658010712,1.0690434506973212,WRB,32.64,-83.59194444,US,GA,east,no
325,325,0.7636532301600761,-1.6435739555469198,0.09513709400966056,0.40054543273799814,230.83912658010712,5.586525251861038,RAP,44.04527778,-103.05694444,US,SD,centre,no
326,326,0.7309050697919864,-1.3180418162760839,0.09513709400966056,0.40054543273799814,230.83912658010712,4.613120959365866,SCE,40.77083333,-77.88138889,US,PA,east,no
327,327,0.8028911424609526,-1.6915917240131653,0.09513709400966056,0.40054543273799814,230.83912658010712,2.2106255451377854,SUX,42.40194444,-96.38416667,US,IA,centre,no
328,328,0.6898946486391243,-1.2182748112364352,0.09513709400966056,0.40054543273799814,230.83912658010712,1.2048238730633978,AUG,44.31805556,-69.79666667,US,ME,east,no
329,329,0.7282886179779056,-1.2008900490859,0.09513709400966056,0.40054543273799814,230.83912658010712,1.567727070212235,BHB,44.44888889,-68.36166667,US,ME,east,no
330,330,0.7699354681480278,-2.007594167202106,0.09513709400966056,0.40054543273799814,230.83912658010712,1.7785991530088912,CDC,37.7025,-113.09611111,US,UT,west,no
331,331,0.7462660828409112,-1.46015821767618,0.09513709400966056,0.40054543273799814,230.83912658010712,3.6739287642592897,CKB,39.29555556,-80.22944444,US,WV,east,no
332,332,0.8094302784440235,-1.413919049814246,0.09513709400966056,0.40054543273799814,230.83912658010712,2.1040093265589,CMX,47.16777778,-88.48638889,US,MI,east,no
333,333,0.6664866359339999,-1.9635399989665439,0.09513709400966056,0.40054543273799814,230.83912658010712,4.082609677534148,HLN,46.60666667,-111.98194444,US,MT,west,no
334,334,0.7203243558360707,-1.4999972299271753,0.09513709400966056,0.40054543273799814,230.83912658010712,3.685278903585028,MKC,39.12333333,-94.59277778,US,MO,centre,no
