,index,x0,iata,latitude,longitude,country,state,region,hub
276,276,0.332856215269094,ANP,38.94277778,-76.56888889,US,MD,east,no
277,277,0.8946748191660947,AOO,40.29722222,-78.32,US,PA,east,no
278,278,0.9989947541093455,APA,39.57277778,-104.84777778,US,CO,west,no
279,279,0.047896700139493695,BJC,39.90888889,-105.11722222,US,CO,west,no
280,280,0.0019213436795182163,TRM,33.62638889,-116.16083333,US,CA,west,no
281,281,0.7676039774949791,APF,26.15277778,-81.77527778,US,FL,east,no
282,282,0.9896197426559659,APN,45.08166667,-83.55583333,US,MI,east,no
283,283,0.3592475533632483,CIU,46.24194444,-84.46611111,US,MI,east,no
284,284,0.4526388536823474,BGR,44.80777778,-68.82777778,US,ME,east,no
285,285,0.16031873490742665,ASE,39.22416667,-106.86888889,US,CO,west,no
286,286,0.9346807209014916,JAC,43.60666667,-110.73694444,US,WY,west,no
287,287,0.6351881981815541,AST,46.15972222,-123.88,US,OR,west,no
288,288,0.6830934635728693,BKG,36.53194444,-93.20055556,US,MO,centre,no
289,289,0.024200789062101505,BKL,41.51694444,-81.68333333,US,OH,east,no
290,290,0.5493836160984319,BMI,40.48194444,-88.9275,US,IL,east,no
291,291,0.11085755327972689,BZN,45.78027778,-111.15944444,US,MT,west,no
292,292,0.8230391119578523,CGI,37.22361111,-89.57166667,US,MO,centre,no
293,293,0.0031472090497026333,CHA,35.03638889,-85.20361111,US,TN,east,no
294,294,0.9739447424729943,CLL,30.58944444,-96.36444444,US,TX,centre,no
295,295,0.9968185083872069,DHN,31.32,-85.44833333,US,AL,centre,no
296,296,0.06473865133038816,EGE,39.64361111,-106.91388889,US,CO,west,no
297,297,0.130237147024585,EVV,38.03666667,-87.5325,US,IN,east,no
298,298,0.27237927917252347,EWN,35.07361111,-77.0425,US,NC,east,no
299,299,0.7079546819843175,EYW,24.55555556,-81.75972222,US,FL,east,no
300,300,0.505211197129666,FCA,48.31277778,-114.25111111,US,MT,west,no
301,301,0.9980926043033397,FLO,34.18888889,-79.72444444,US,SC,east,no
302,302,0.16271201519682127,FSD,43.57888889,-96.74083333,US,SD,centre,no
303,303,0.33817775191612887,GUC,38.53388889,-106.93888889,US,CO,west,no
304,304,0.4457757378444325,HDN,40.48166667,-107.22,US,CO,west,no
305,305,0.49472297930732567,HHH,32.21666667,-80.68333333,US,SC,east,no
306,306,0.9929172257001572,LFT,30.20472222,-91.9875,US,LA,centre,no
307,307,0.3294049894811352,LSF,32.33777778,-84.99222222,US,GA,east,no
308,308,0.035917413122033344,LWB,37.85972222,-80.39861111,US,WV,east,no
309,309,0.1780040448800092,LYH,37.32694444,-79.20111111,US,VA,east,no
310,310,0.9990209275118194,MEI,32.33722222,-88.74916667,US,MS,centre,no
311,311,0.31827212384759745,MKG,43.17055556,-86.2375,US,MI,east,no
312,312,0.6627317956521462,MLU,32.51111111,-92.03888889,US,LA,centre,no
313,313,0.8827397098300083,MSL,34.74527778,-87.61027778,US,AL,centre,no
314,314,0.001583588243042494,MTJ,38.50055556,-107.89472222,US,CO,west,no
315,315,0.0686049654545935,OWB,37.74083333,-87.16583333,US,KY,centre,no
316,316,0.20169412526005606,PFN,30.2125,-85.68194444,US,FL,east,no
317,317,0.7810720370654934,PHF,37.13166667,-76.49333333,US,VA,east,no
318,318,0.017601465363965754,PIA,40.66138889,-89.68722222,US,IL,east,no
319,319,0.14587464575007375,PIH,42.91333333,-112.59444444,US,ID,west,no
320,320,0.9986702582427082,PTK,42.665,-83.41805556,US,MI,east,no
321,321,0.0010212337062005675,SUS,38.66194444,-90.65,US,MO,centre,no
322,322,0.9978344010958387,SWF,41.50583333,-74.09722222,US,NY,east,no
323,323,0.46904431462905566,VLD,30.78222222,-83.27694444,US,GA,east,no
324,324,0.0014890592690241767,WRB,32.64,-83.59194444,US,GA,east,no
325,325,0.3556060085376877,RAP,44.04527778,-103.05694444,US,SD,centre,no
326,326,0.7271724150533765,SCE,40.77083333,-77.88138889,US,PA,east,no
327,327,0.47501014501881456,SUX,42.40194444,-96.38416667,US,IA,centre,no
328,328,0.9974556210848072,AUG,44.31805556,-69.79666667,US,ME,east,no
329,329,0.4781981463683085,BHB,44.44888889,-68.36166667,US,ME,east,no
330,330,0.0014711790289935844,CDC,37.7025,-113.09611111,US,UT,west,no
331,331,0.5226140007503676,CKB,39.29555556,-80.22944444,US,WV,east,no
332,332,0.996281609087719,CMX,47.16777778,-88.48638889,US,MI,east,no
333,333,0.8077445606789933,HLN,46.60666667,-111.98194444,US,MT,west,no
334,334,0.25808006091711766,MKC,39.12333333,-94.59277778,US,MO,centre,no
335,335,0.20027173097642145,SAF,35.6175,-106.08833333,US,NM,west,no
336,336,0.3586322013483558,SCF,33.62277778,-111.91055556,US,AZ,west,no
337,337,0.7178843011514726,SPI,39.84416667,-89.67888889,US,IL,east,no
338,338,0.9985984149604765,TCM,47.13833333,-122.475,US,WA,west,no
339,339,0.07594475421542385,TTN,40.27805556,-74.8125,US,NJ,east,no
340,340,0.9990177013294006,WRI,40.01555556,-74.59388889,US,NJ,east,no
341,341,0.0013166233867051929,BKW,37.78194444,-81.12416667,US,WV,east,no
