,index,x0,w,sigma,c,t,iata,latitude,longitude,country,state,region,hub
98,98,-36.453281663584455,0.19403752348266298,0.2514865541008847,0.4841483834760242,70.68591703799864,GJT,39.11861111,-108.51388889,US,CO,west,no
99,99,55.099302729623766,0.2730175870612592,0.2514865541008847,0.4841483834760242,70.68591703799864,GRK,31.06472222,-97.8275,US,TX,centre,no
100,100,-38.93779536816312,0.1837107076267487,0.2514865541008847,0.4841483834760242,70.68591703799864,GTF,47.48555556,-111.36694444,US,MT,west,no
101,101,-27.93177302835258,0.017929153968440185,0.2514865541008847,0.4841483834760242,70.68591703799864,HOB,32.68861111,-103.21694444,US,NM,west,no
102,102,-46.0986615720956,1.0629343663044426,0.2514865541008847,0.4841483834760242,70.68591703799864,HOU,29.645,-95.27861111,US,TX,centre,no
103,103,-44.64957253569849,0.4959926300716874,0.2514865541008847,0.4841483834760242,70.68591703799864,HRL,26.22805556,-97.65222222,US,TX,centre,no
104,104,60.96486117310321,2.0693571286764967,0.2514865541008847,0.4841483834760242,70.68591703799864,IAH,29.98333333,-95.34,US,TX,centre,no
105,105,-38.46570003449715,0.16364230257605916,0.2514865541008847,0.4841483834760242,70.68591703799864,IDA,43.51611111,-112.06472222,US,ID,west,no
106,106,-41.470650133250956,0.5470571731885986,0.2514865541008847,0.4841483834760242,70.68591703799864,ISP,40.79666667,-73.10083333,US,NY,east,no
107,107,-37.76102866849952,0.03209260752503685,0.2514865541008847,0.4841483834760242,70.68591703799864,IYK,35.65666667,-117.82916667,US,CA,west,no
108,108,-37.78525498884948,0.14168141050284683,0.2514865541008847,0.4841483834760242,70.68591703799864,LAR,41.31361111,-105.67305556,US,WY,west,no
109,109,-38.15551299612302,1.9071824067080634,0.2514865541008847,0.4841483834760242,70.68591703799864,LAS,36.08,-115.15222222,US,NV,west,no
110,110,-38.7932180779381,1.688152477484997,0.2514865541008847,0.4841483834760242,70.68591703799864,LAX,33.9425,-118.40805556,US,CA,west,yes
