,index,x0,x1,w,sigma,c,t,iata,latitude,longitude,country,state,region,hub
15,15,0.9293555893087521,0.2999498998526886,2.287652213747526,0.5677354772748359,0.42862820352776937,161.42496229148412,CLE,41.41083333,-81.84944444,US,OH,east,yes
16,16,0.9479259751862641,0.3405448202082975,1.6197631883880328,0.5677354772748359,0.42862820352776937,161.42496229148412,CLT,35.21916667,-80.93583333,US,NC,east,no
17,17,0.9330658059972942,0.16300647348137343,1.154570773588958,0.5677354772748359,0.42862820352776937,161.42496229148412,DAY,39.90111111,-84.22,US,OH,east,no
18,18,0.7601794088429329,0.6498540302691493,2.3716913440614533,0.5677354772748359,0.42862820352776937,161.42496229148412,DFW,32.89444444,-97.02972222,US,TX,centre,yes
19,19,0.7974980439221849,0.1854540929944702,0.41006183832213966,0.5677354772748359,0.42862820352776937,161.42496229148412,DLH,46.8425,-92.19027778,US,MN,centre,no
20,20,0.5798712716802276,0.3801623032396996,1.2680198907046183,0.5677354772748359,0.42862820352776937,161.42496229148412,DSM,41.53388889,-93.65666667,US,IA,centre,no
21,21,0.9079784002675932,0.22862530239391401,2.342978977770855,0.5677354772748359,0.42862820352776937,161.42496229148412,DTW,42.21666667,-83.34444444,US,MI,east,yes
22,22,0.8685318611556155,0.0947584006127179,0.24016058925763523,0.5677354772748359,0.42862820352776937,161.42496229148412,ERI,42.08,-80.17861111,US,PA,east,no
23,23,0.8927506850379244,0.7406593822576442,1.4813005294328403,0.5677354772748359,0.42862820352776937,161.42496229148412,FLL,26.07416667,-80.15166667,US,FL,east,yes
24,24,0.9021145842706652,0.1384111578058466,0.569482017493739,0.5677354772748359,0.42862820352776937,161.42496229148412,FNT,42.96666667,-83.74166667,US,MI,east,no
25,25,0.9296617877927619,0.12734705364261345,0.7468057048069904,0.5677354772748359,0.42862820352776937,161.42496229148412,GPT,30.40611111,-89.07027778,US,MS,centre,no
26,26,0.8326437246157588,0.38601670891575,0.6700482757543513,0.5677354772748359,0.42862820352776937,161.42496229148412,GRB,44.48805556,-88.13055556,US,WI,centre,no
27,27,0.9325916213925365,0.11367637596068862,0.8488219528936081,0.5677354772748359,0.42862820352776937,161.42496229148412,GSP,34.89888889,-82.21388889,US,SC,east,no
28,28,0.9306331065607115,0.10497127792036849,0.8921147143644584,0.5677354772748359,0.42862820352776937,161.42496229148412,HSV,34.64277778,-86.77555556,US,AL,centre,no
29,29,0.8903694793334315,0.31831417643630877,2.308074503871855,0.5677354772748359,0.42862820352776937,161.42496229148412,IAD,38.94166667,-77.4575,US,VA,east,yes
30,30,0.7975668132639865,0.3181545212562206,1.0782190313079851,0.5677354772748359,0.42862820352776937,161.42496229148412,ICT,37.65,-97.43277778,US,KS,centre,no
31,31,0.9445587060566997,0.146119321215559,0.5226029879928874,0.5677354772748359,0.42862820352776937,161.42496229148412,ILM,34.26694444,-77.90388889,US,NC,east,no
32,32,0.9249133228462532,0.3600261776084803,1.8600725467271886,0.5677354772748359,0.42862820352776937,161.42496229148412,IND,39.72888889,-86.28166667,US,IN,east,no
33,33,0.8956491602008583,0.7417588286915194,1.1506826486375936,0.5677354772748359,0.42862820352776937,161.42496229148412,JAX,30.48472222,-81.68777778,US,FL,east,no
34,34,0.8804526744442291,0.5775638250225877,0.868121961453353,0.5677354772748359,0.42862820352776937,161.42496229148412,JFK,40.63861111,-73.77694444,US,NY,east,yes
35,35,0.5047487528976526,0.23268047161587876,0.04181426687919379,0.5677354772748359,0.42862820352776937,161.42496229148412,LBE,40.27638889,-79.40277778,US,PA,east,no
36,36,0.9258836490932157,0.09631511293152557,0.9208928106593044,0.5677354772748359,0.42862820352776937,161.42496229148412,LEX,38.03972222,-84.60222222,US,KY,centre,no
37,37,0.9139921943547612,0.577210231537346,1.7212851374284952,0.5677354772748359,0.42862820352776937,161.42496229148412,LGA,40.77944444,-73.87583333,US,NY,east,no
38,38,0.9024562150865392,0.7358394081564853,1.4852382195211749,0.5677354772748359,0.42862820352776937,161.42496229148412,LIT,34.72916667,-92.23444444,US,AR,centre,no
39,39,0.8125014326629454,0.8118630579718494,2.051620311645719,0.5677354772748359,0.42862820352776937,161.42496229148412,MCI,39.2975,-94.71388889,US,MO,centre,no
40,40,0.9167396713717446,0.6057481241344365,1.7185623348174002,0.5677354772748359,0.42862820352776937,161.42496229148412,MCO,28.43166667,-81.32472222,US,FL,east,no
41,41,0.7971523828524627,0.8002351628948938,1.781312505814898,0.5677354772748359,0.42862820352776937,161.42496229148412,MDW,41.785,-87.75194444,US,IL,east,no
42,42,0.8821932442398727,0.5561839280814462,1.9184132104830907,0.5677354772748359,0.42862820352776937,161.42496229148412,MEM,35.04972222,-89.97861111,US,TN,east,no
43,43,0.8002175572976873,0.6168858987534344,2.065128248721775,0.5677354772748359,0.42862820352776937,161.42496229148412,MKE,42.95027778,-87.89722222,US,WI,centre,no
44,44,0.7761498403704714,0.10028053319783929,0.6881690541471729,0.5677354772748359,0.42862820352776937,161.42496229148412,MLI,41.44888889,-90.505,US,IL,east,no
45,45,0.7250851084308862,0.3493932561863501,0.9912804866573706,0.5677354772748359,0.42862820352776937,161.42496229148412,MSN,43.14194444,-89.33694444,US,WI,centre,no
46,46,0.9487595362716429,0.23188146122201475,0.6351187816165862,0.5677354772748359,0.42862820352776937,161.42496229148412,MYR,33.67916667,-78.92972222,US,SC,east,no
47,47,0.885154573661493,0.2679503059096812,2.4443264598964656,0.5677354772748359,0.42862820352776937,161.42496229148412,ORD,41.97805556,-87.90611111,US,IL,east,yes
48,48,0.6860236051080342,0.12618531877422387,0.10952641237981686,0.5677354772748359,0.42862820352776937,161.42496229148412,PGD,26.91916667,-81.99138889,US,FL,east,no
49,49,0.9101839762092929,0.5108458288074255,2.1908043568589197,0.5677354772748359,0.42862820352776937,161.42496229148412,PHL,39.86805556,-75.24861111,US,PA,east,no
50,50,0.7602957342199972,0.1564547676838257,0.41712466094724077,0.5677354772748359,0.42862820352776937,161.42496229148412,PIE,27.90722222,-82.68555556,US,FL,east,no
51,51,0.914759813990315,0.44577468003995274,1.8198246751396583,0.5677354772748359,0.42862820352776937,161.42496229148412,PIT,40.49666667,-80.23583333,US,PA,east,no
52,52,0.12056756172674742,0.8333597278412145,0.1854756015121288,0.5677354772748359,0.42862820352776937,161.42496229148412,PUB,38.29277778,-104.49611111,US,CO,west,no
53,53,0.9357214799042346,0.23649302362035166,1.1149831455652806,0.5677354772748359,0.42862820352776937,161.42496229148412,RIC,37.50527778,-77.31972222,US,VA,east,no
54,54,0.9191063345379618,0.07231730790960987,0.5002727524399051,0.5677354772748359,0.42862820352776937,161.42496229148412,ROA,37.32472222,-79.97638889,US,VA,east,no
55,55,0.8941766183782934,0.6847567474065696,0.8538396597037575,0.5677354772748359,0.42862820352776937,161.42496229148412,RSW,26.53611111,-81.755,US,FL,east,no
56,56,0.777624000017385,0.073572193351241,0.3850757320094965,0.5677354772748359,0.42862820352776937,161.42496229148412,SFB,28.775,-81.24027778,US,FL,east,no
57,57,0.938109091045938,0.30466222369274537,0.4248788139195579,0.5677354772748359,0.42862820352776937,161.42496229148412,SRQ,27.39388889,-82.55416667,US,FL,east,no
58,58,0.8593815432225833,0.7153309332606164,1.844331985874479,0.5677354772748359,0.42862820352776937,161.42496229148412,STL,38.74722222,-90.36444444,US,MO,centre,no
59,59,0.8762521872185206,0.7715146961252266,1.6046548045462323,0.5677354772748359,0.42862820352776937,161.42496229148412,TUL,36.19777778,-95.88972222,US,OK,centre,no
60,60,0.9208195906908931,0.183869670326254,1.1496857387976176,0.5677354772748359,0.42862820352776937,161.42496229148412,UTM,34.68083333,-90.34638889,US,MS,centre,no
61,61,0.9276581269773357,0.09750388707909148,0.4748687215402899,0.5677354772748359,0.42862820352776937,161.42496229148412,VPS,30.48333333,-86.52527778,US,FL,east,no
62,62,0.21377512941716356,0.8195992117372861,0.111137758174031,0.5677354772748359,0.42862820352776937,161.42496229148412,ABI,32.40944444,-99.67972222,US,TX,centre,no
63,63,0.6118122018692151,0.9352689366700072,1.1531470079355086,0.5677354772748359,0.42862820352776937,161.42496229148412,ELP,31.80666667,-106.37722222,US,TX,centre,no
64,64,0.08852771604027247,0.8662793262911865,0.5349822701297787,0.5677354772748359,0.42862820352776937,161.42496229148412,ENV,40.71861111,-114.03388889,US,UT,west,no
65,65,0.1602473228603505,0.6518946883623877,0.05973117022028752,0.5677354772748359,0.42862820352776937,161.42496229148412,GGG,32.38666667,-94.71527778,US,TX,centre,no
66,66,0.16182603111551852,0.8619790729906456,1.5456242479048965,0.5677354772748359,0.42862820352776937,161.42496229148412,IFP,35.16444444,-114.56527778,US,AZ,west,no
67,67,0.3100612532738228,0.5599694254790606,0.08841780599558086,0.5677354772748359,0.42862820352776937,161.42496229148412,SJT,31.35972222,-100.49444444,US,TX,centre,no
68,68,0.3006715145143368,0.9366596776205425,1.8566340978081821,0.5677354772748359,0.42862820352776937,161.42496229148412,SLC,40.78416667,-111.96694444,US,UT,west,no
69,69,0.14786602226193113,0.8821826504422567,0.14303250362904055,0.5677354772748359,0.42862820352776937,161.42496229148412,SMO,34.01611111,-118.45083333,US,CA,west,no
70,70,0.5148554483968922,0.9396624563159093,1.278439979430784,0.5677354772748359,0.42862820352776937,161.42496229148412,ABQ,35.04166667,-106.60638889,US,NM,west,no
71,71,0.9144171178165836,0.46252564110235733,1.3141763924949788,0.5677354772748359,0.42862820352776937,161.42496229148412,ALB,42.74583333,-73.80527778,US,NY,east,no
72,72,0.3219747289237628,0.3274923948370738,0.019711250035781818,0.5677354772748359,0.42862820352776937,161.42496229148412,ALM,32.83972222,-105.99,US,NM,west,no
73,73,0.6629901917178833,0.9398482750447054,0.551903210437841,0.5677354772748359,0.42862820352776937,161.42496229148412,AMA,35.22722222,-101.72194444,US,TX,centre,no
74,74,0.5728555616285255,0.8824288078065673,1.9548774967298619,0.5677354772748359,0.42862820352776937,161.42496229148412,AUS,30.19444444,-97.67,US,TX,centre,no
75,75,0.9114557724954037,0.5751519555892232,1.3535880818260648,0.5677354772748359,0.42862820352776937,161.42496229148412,BDL,41.93861111,-72.68333333,US,CT,east,no
76,76,0.292968891906829,0.9144963890335521,0.24209261648048597,0.5677354772748359,0.42862820352776937,161.42496229148412,BFL,35.43,-119.05222222,US,CA,west,no
77,77,0.1373536911737186,0.8210879174486423,0.5129723884117665,0.5677354772748359,0.42862820352776937,161.42496229148412,BIL,45.80694444,-108.54277778,US,MT,west,no
78,78,0.41647944851959723,0.9308339404541895,1.046397716647451,0.5677354772748359,0.42862820352776937,161.42496229148412,BOI,43.56527778,-116.225,US,ID,west,no
79,79,0.8752204964892,0.6869913217211928,1.5270384914204074,0.5677354772748359,0.42862820352776937,161.42496229148412,BOS,42.36361111,-71.00611111,US,MA,east,yes
80,80,0.43608110687820434,0.7093399753783284,0.04604869960117171,0.5677354772748359,0.42862820352776937,161.42496229148412,BPT,29.95083333,-94.02,US,TX,centre,no
81,81,0.9176802990104008,0.5527849576187003,1.405595281569635,0.5677354772748359,0.42862820352776937,161.42496229148412,BUF,42.94111111,-78.73638889,US,NY,east,no
82,82,0.212853722802653,0.9145551352509886,2.4584514567884073,0.5677354772748359,0.42862820352776937,161.42496229148412,BUR,34.2,-118.35777778,US,CA,west,yes
83,83,0.891804766481636,0.6980797687598432,1.854353731486275,0.5677354772748359,0.42862820352776937,161.42496229148412,BWI,39.175,-76.67,US,MD,east,no
84,84,0.918575390628688,0.48447625735834765,1.830378102841398,0.5677354772748359,0.42862820352776937,161.42496229148412,CMH,39.99111111,-82.87833333,US,OH,east,no
85,85,0.30783459554206904,0.46643358441180377,0.026520865980550902,0.5677354772748359,0.42862820352776937,161.42496229148412,CNM,32.33722222,-104.26277778,US,NM,west,no
86,86,0.35671723403412003,0.8372200863247707,1.0825051558785497,0.5677354772748359,0.42862820352776937,161.42496229148412,COS,38.80888889,-104.70916667,US,CO,west,no
87,87,0.7056120161293472,0.9186316537530602,0.3328007513724187,0.5677354772748359,0.42862820352776937,161.42496229148412,CRP,27.77,-97.50083333,US,TX,centre,no
88,88,0.9374008042492944,0.22042788183727074,1.4343140654313662,0.5677354772748359,0.42862820352776937,161.42496229148412,CVG,39.04777778,-84.66861111,US,KY,centre,no
89,89,0.3797332302883991,0.7030795789110165,0.008097253652128256,0.5677354772748359,0.42862820352776937,161.42496229148412,CVN,34.42722222,-103.07888889,US,NM,west,no
90,90,0.7930715860003253,0.9165417434602924,1.0125965123932952,0.5677354772748359,0.42862820352776937,161.42496229148412,DAL,32.84694444,-96.85333333,US,TX,centre,no
91,91,0.9345646208356237,0.3735841312014525,1.477512659808977,0.5677354772748359,0.42862820352776937,161.42496229148412,DCA,38.85166667,-77.03694444,US,VA,east,yes
92,92,0.29999999999999993,0.5,2.978223594982134,0.5677354772748359,0.42862820352776937,161.42496229148412,DEN,39.77444444,-104.87972222,US,CO,west,no
93,93,0.8796679740246232,0.820956399717344,0.5390392183838931,0.5677354772748359,0.42862820352776937,161.42496229148412,ECP,30.35777778,-85.79888889,US,FL,east,no
94,94,0.13925676052688354,0.9138304450692105,0.32026957037349435,0.5677354772748359,0.42862820352776937,161.42496229148412,EUG,44.12083333,-123.2175,US,OR,west,no
95,95,0.885832662330086,0.5645412001782141,1.614628736199916,0.5677354772748359,0.42862820352776937,161.42496229148412,EWR,40.69583333,-74.17166667,US,NJ,east,yes
96,96,0.2193500271092771,0.9237840974021702,0.5599126880363868,0.5677354772748359,0.42862820352776937,161.42496229148412,FAT,36.77666667,-119.71722222,US,CA,west,no
97,97,0.4514817527622413,0.9338151016239852,0.9591557285599209,0.5677354772748359,0.42862820352776937,161.42496229148412,GEG,47.62,-117.53277778,US,WA,west,no
98,98,0.1721842388508369,0.8835082720969869,0.2500193238195996,0.5677354772748359,0.42862820352776937,161.42496229148412,GJT,39.11861111,-108.51388889,US,CO,west,no
99,99,0.534474524940505,0.10521562199031038,0.3271376918024258,0.5677354772748359,0.42862820352776937,161.42496229148412,GRK,31.06472222,-97.8275,US,TX,centre,no
100,100,0.2845413801258994,0.8791556173979721,0.2278768897906236,0.5677354772748359,0.42862820352776937,161.42496229148412,GTF,47.48555556,-111.36694444,US,MT,west,no
101,101,0.31670900045352646,0.5224491298146682,0.01937167167870574,0.5677354772748359,0.42862820352776937,161.42496229148412,HOB,32.68861111,-103.21694444,US,NM,west,no
102,102,0.8946309496251931,0.8505862733272882,1.1542838268009044,0.5677354772748359,0.42862820352776937,161.42496229148412,HOU,29.645,-95.27861111,US,TX,centre,no
103,103,0.751030572162703,0.9257466571626042,0.5166936218212931,0.5677354772748359,0.42862820352776937,161.42496229148412,HRL,26.22805556,-97.65222222,US,TX,centre,no
104,104,0.8081797927791384,0.5463848076347042,2.0037867441152564,0.5677354772748359,0.42862820352776937,161.42496229148412,IAH,29.98333333,-95.34,US,TX,centre,no
105,105,0.19347370339413014,0.8844758913093019,0.19791169784512297,0.5677354772748359,0.42862820352776937,161.42496229148412,IDA,43.51611111,-112.06472222,US,ID,west,no
106,106,0.7052327964032162,0.9189786748217655,0.5852164837360773,0.5677354772748359,0.42862820352776937,161.42496229148412,ISP,40.79666667,-73.10083333,US,NY,east,no
107,107,0.3191777471944843,0.8333197225383967,0.03729046347367185,0.5677354772748359,0.42862820352776937,161.42496229148412,IYK,35.65666667,-117.82916667,US,CA,west,no
108,108,0.11664661200119911,0.5789498545793642,0.18310879102699668,0.5677354772748359,0.42862820352776937,161.42496229148412,LAR,41.31361111,-105.67305556,US,WY,west,no
109,109,0.2559746247170504,0.9322027700695636,2.2939091112571957,0.5677354772748359,0.42862820352776937,161.42496229148412,LAS,36.08,-115.15222222,US,NV,west,no
110,110,0.37781500687013186,0.9402892944636748,2.002270455610516,0.5677354772748359,0.42862820352776937,161.42496229148412,LAX,33.9425,-118.40805556,US,CA,west,yes
111,111,0.642458102910787,0.939334258862134,0.6299136432697802,0.5677354772748359,0.42862820352776937,161.42496229148412,LBB,33.66222222,-101.82277778,US,TX,centre,no
112,112,0.2114647053005008,0.922627817965689,0.5405630379833058,0.5677354772748359,0.42862820352776937,161.42496229148412,LGB,33.8175,-118.15111111,US,CA,west,no
113,113,0.6334528980834434,0.9435944872253594,0.502370615467756,0.5677354772748359,0.42862820352776937,161.42496229148412,MAF,31.94083333,-102.20138889,US,TX,centre,no
114,114,0.7912898877505523,0.7095122746642355,0.26317715391544066,0.5677354772748359,0.42862820352776937,161.42496229148412,MFE,26.17694444,-98.23972222,US,TX,centre,no
115,115,0.87998434003437,0.8255263601348023,1.0094093920909726,0.5677354772748359,0.42862820352776937,161.42496229148412,MHT,42.93833333,-71.43888889,US,NH,east,no
116,116,0.6238898541120763,0.5042134006050015,0.1900215723578484,0.5677354772748359,0.42862820352776937,161.42496229148412,MOT,48.25944444,-101.28083333,US,ND,centre,no
117,117,0.2441695294828497,0.920272747673532,0.23915207737152988,0.5677354772748359,0.42862820352776937,161.42496229148412,MRY,36.58805556,-121.84805556,US,CA,west,no
118,118,0.6922705566940545,0.6033310992689944,2.6865287582456268,0.5677354772748359,0.42862820352776937,161.42496229148412,MSP,44.88611111,-93.21777778,US,MN,centre,yes
119,119,0.9024377026248648,0.6363732873475598,1.6331064440754712,0.5677354772748359,0.42862820352776937,161.42496229148412,MSY,29.99111111,-90.25138889,US,LA,centre,no
120,120,0.5206024975576158,0.9399997365205478,1.11952883659749,0.5677354772748359,0.42862820352776937,161.42496229148412,OAK,37.72138889,-122.22083333,US,CA,west,no
121,121,0.799739750248614,0.7133929590272209,2.34860643623924,0.5677354772748359,0.42862820352776937,161.42496229148412,OKC,35.39222222,-97.60166667,US,OK,centre,no
122,122,0.8559948728889764,0.57398157050711,1.6357335431805415,0.5677354772748359,0.42862820352776937,161.42496229148412,OMA,41.30194444,-95.89333333,US,NE,centre,no
123,123,0.5113082823682906,0.9424080942651628,1.0689758045099296,0.5677354772748359,0.42862820352776937,161.42496229148412,ONT,34.05611111,-117.60111111,US,CA,west,no
124,124,0.9504223448827441,0.42040783932938525,1.2456517127970579,0.5677354772748359,0.42862820352776937,161.42496229148412,ORF,36.89583333,-76.20138889,US,VA,east,no
125,125,0.9105422489513032,0.6177354621988542,0.7675159568225847,0.5677354772748359,0.42862820352776937,161.42496229148412,PBI,26.68222222,-80.09416667,US,FL,east,no
126,126,0.5224560574201532,0.9389327737384849,1.3441180781859112,0.5677354772748359,0.42862820352776937,161.42496229148412,PDX,45.58916667,-122.595,US,OR,west,no
127,127,0.46687775855024166,0.9154917350372016,1.7831394836888075,0.5677354772748359,0.42862820352776937,161.42496229148412,PHX,33.43611111,-112.00944444,US,AZ,west,no
128,128,0.19644711179482155,0.9164677610904705,0.3924749334304219,0.5677354772748359,0.42862820352776937,161.42496229148412,PSC,46.26388889,-119.11472222,US,WA,west,no
129,129,0.2569496087257954,0.9191933994590642,0.6510722842526686,0.5677354772748359,0.42862820352776937,161.42496229148412,PSP,33.82666667,-116.505,US,CA,west,no
130,130,0.927577739988961,0.4456607505174132,1.0852401478554352,0.5677354772748359,0.42862820352776937,161.42496229148412,PVD,41.72833333,-71.42611111,US,RI,east,no
131,131,0.9283463914486273,0.4373347198997717,1.7736197741068427,0.5677354772748359,0.42862820352776937,161.42496229148412,RDU,35.87527778,-78.78194444,US,NC,east,no
132,132,0.45942743451344076,0.936504567009395,1.3192104235260649,0.5677354772748359,0.42862820352776937,161.42496229148412,RNO,39.49777778,-119.7675,US,NV,west,no
133,133,0.5419239945869132,0.9199263692672149,1.201359728881872,0.5677354772748359,0.42862820352776937,161.42496229148412,SAN,32.73277778,-117.18722222,US,CA,west,no
134,134,0.7418041030292385,0.8875098350269238,1.7393635359549413,0.5677354772748359,0.42862820352776937,161.42496229148412,SAT,29.53333333,-98.46944444,US,TX,centre,no
135,135,0.18572678874183818,0.926522855506236,0.430033362523707,0.5677354772748359,0.42862820352776937,161.42496229148412,SBA,34.42777778,-119.83944444,US,CA,west,no
136,136,0.31905708340597183,0.876882645418695,0.10317602319066393,0.5677354772748359,0.42862820352776937,161.42496229148412,SBP,35.23666667,-120.63916667,US,CA,west,no
137,137,0.92298158924952,0.3799933171170461,1.786821538009031,0.5677354772748359,0.42862820352776937,161.42496229148412,SDF,38.17972222,-85.73861111,US,KY,centre,no
138,138,0.31544317386898796,0.9492704353291694,1.62542803316454,0.5677354772748359,0.42862820352776937,161.42496229148412,SEA,47.44722222,-122.30555556,US,WA,west,no
139,139,0.4046528769900187,0.9431642387636604,1.6105708289375646,0.5677354772748359,0.42862820352776937,161.42496229148412,SFO,37.61888889,-122.375,US,CA,west,no
140,140,0.5998391982743854,0.9384000295400647,1.214456049707236,0.5677354772748359,0.42862820352776937,161.42496229148412,SJC,37.36277778,-121.94055556,US,CA,west,no
141,141,0.5453051280630967,0.9455638490086121,1.1344296125661169,0.5677354772748359,0.42862820352776937,161.42496229148412,SMF,38.69555556,-121.58972222,US,CA,west,no
142,142,0.7037401683138677,0.9250601661036604,1.0977044903608484,0.5677354772748359,0.42862820352776937,161.42496229148412,SNA,33.67555556,-117.86694444,US,CA,west,no
143,143,0.33269224379908907,0.5535581251293626,0.008462047920528917,0.5677354772748359,0.42862820352776937,161.42496229148412,SVC,32.63194444,-108.15388889,US,NM,west,no
144,144,0.9326400021089758,0.12819015812584525,0.7088776105997583,0.5677354772748359,0.42862820352776937,161.42496229148412,TLH,30.39972222,-84.35194444,US,FL,east,no
145,145,0.8637980858745584,0.7882909101109289,1.3077264254214171,0.5677354772748359,0.42862820352776937,161.42496229148412,TPA,27.97305556,-82.53527778,US,FL,east,no
146,146,0.36774433837336234,0.9490934897949941,1.3451967664209532,0.5677354772748359,0.42862820352776937,161.42496229148412,TUS,32.11611111,-110.94055556,US,AZ,west,no
147,147,0.5046104087178231,0.38893335741850793,0.024089345220193025,0.5677354772748359,0.42862820352776937,161.42496229148412,ABR,45.44972222,-98.42166667,US,SD,centre,no
148,148,0.3653992372692253,0.3473627265583221,0.02072016091877235,0.5677354772748359,0.42862820352776937,161.42496229148412,ATY,44.90888889,-97.15416667,US,SD,centre,no
149,149,0.5813921584501215,0.5729325049143169,0.024009237196759087,0.5677354772748359,0.42862820352776937,161.42496229148412,ABY,31.53222222,-84.19611111,US,GA,east,no
150,150,0.3162327724513384,0.49305666402607384,0.03681484594111444,0.5677354772748359,0.42862820352776937,161.42496229148412,GLH,33.48444444,-90.985,US,MS,centre,no
151,151,0.17760053968391895,0.5821659365295011,0.0460165894302572,0.5677354772748359,0.42862820352776937,161.42496229148412,SDM,32.57222222,-116.97944444,US,CA,west,no
152,152,0.11291259316974107,0.12100992607646224,0.1951453147252276,0.5677354772748359,0.42862820352776937,161.42496229148412,ACK,41.25666667,-70.05972222,US,MA,east,no
153,153,0.45979157827216494,0.3717037351109121,0.008031977244348265,0.5677354772748359,0.42862820352776937,161.42496229148412,BDR,41.16416667,-73.12444444,US,CT,east,no
154,154,0.386038915201727,0.31267685474980045,0.008364361729146499,0.5677354772748359,0.42862820352776937,161.42496229148412,CT1,41.69027778,-72.86472222,US,CT,east,no
155,155,0.18112234609995387,0.2014628066087294,0.030523339067481007,0.5677354772748359,0.42862820352776937,161.42496229148412,EWB,41.67694444,-70.95916667,US,MA,east,no
156,156,0.6276821605084875,0.39986264433865015,0.1837304781398645,0.5677354772748359,0.42862820352776937,161.42496229148412,FRG,40.72944444,-73.415,US,NY,east,no
157,157,0.2875237703152473,0.5243367487398617,0.02539395983213755,0.5677354772748359,0.42862820352776937,161.42496229148412,HFD,41.73333333,-72.65,US,CT,east,no
158,158,0.12228429908029674,0.17000168308699948,0.12541564861168147,0.5677354772748359,0.42862820352776937,161.42496229148412,HTO,40.95944444,-72.25166667,US,NY,east,no
159,159,0.20946303379823272,0.17893957404305777,0.0795682542208829,0.5677354772748359,0.42862820352776937,161.42496229148412,HVN,41.26527778,-72.88833333,US,CT,east,no
160,160,0.12711981951799503,0.17008383701673838,0.09159710427328376,0.5677354772748359,0.42862820352776937,161.42496229148412,HYA,41.66583333,-70.28055556,US,MA,east,no
161,161,0.12195221123172136,0.13868946007042168,0.11708580666882897,0.5677354772748359,0.42862820352776937,161.42496229148412,MMU,40.79916667,-74.41583333,US,NJ,east,no
162,162,0.10144139384201102,0.1779255372170923,0.12669598866521845,0.5677354772748359,0.42862820352776937,161.42496229148412,MVY,41.39277778,-70.61666667,US,MA,east,no
163,163,0.15176455739169217,0.17993064622962984,0.0295950709813455,0.5677354772748359,0.42862820352776937,161.42496229148412,OWD,42.19194444,-71.17722222,US,MA,east,no
164,164,0.11595287199532489,0.1218517549752623,0.17087354837651264,0.5677354772748359,0.42862820352776937,161.42496229148412,OXC,41.47861111,-73.13527778,US,CT,east,no
165,165,0.08425525280054498,0.11651292979520012,0.7798146071518363,0.5677354772748359,0.42862820352776937,161.42496229148412,TEB,40.84972222,-74.06222222,US,NJ,east,no
166,166,0.19354262430965902,0.2579056101834811,0.033540806816895426,0.5677354772748359,0.42862820352776937,161.42496229148412,ZXU,41.59722222,-71.41222222,US,RI,east,no
167,167,0.2518300477964637,0.5038190086881136,0.1698496427085556,0.5677354772748359,0.42862820352776937,161.42496229148412,ACT,31.61138889,-97.22861111,US,TX,centre,no
168,168,0.25128547934793233,0.44166045353249567,0.15584308811794995,0.5677354772748359,0.42862820352776937,161.42496229148412,COU,38.81361111,-92.21916667,US,MO,centre,no
169,169,0.2999168098612527,0.6729295028601782,0.15714193662764114,0.5677354772748359,0.42862820352776937,161.42496229148412,FOE,38.9525,-95.6625,US,KS,centre,no
170,170,0.8970761224483949,0.12260106415871826,0.5088733613496349,0.5677354772748359,0.42862820352776937,161.42496229148412,LAN,42.77916667,-84.58833333,US,MI,east,no
171,171,0.3011613046407684,0.7225835052592523,0.10874694030383145,0.5677354772748359,0.42862820352776937,161.42496229148412,MHK,39.14222222,-96.66888889,US,KS,centre,no
172,172,0.2743493070927284,0.7494910610568359,0.12607606717915348,0.5677354772748359,0.42862820352776937,161.42496229148412,SWO,36.15888889,-97.08555556,US,OK,centre,no
173,173,0.7569166120268983,0.10511154139355233,0.1087464308749087,0.5677354772748359,0.42862820352776937,161.42496229148412,TUP,34.25888889,-88.76722222,US,MS,centre,no
174,174,0.9109948142318667,0.09175029449628867,1.348088234653315,0.5677354772748359,0.42862820352776937,161.42496229148412,TYS,35.81222222,-83.9925,US,TN,east,no
175,175,0.23203893314300597,0.8922757739423876,0.08389963175088973,0.5677354772748359,0.42862820352776937,161.42496229148412,ACV,40.97916667,-124.1075,US,CA,west,no
176,176,0.1275310847879479,0.9080741926977655,0.16351261531880976,0.5677354772748359,0.42862820352776937,161.42496229148412,BLI,48.79444444,-122.53472222,US,WA,west,no
177,177,0.24437357818575514,0.8598665443973573,0.03774339519492484,0.5677354772748359,0.42862820352776937,161.42496229148412,CEC,41.78,-124.23583333,US,CA,west,no
178,178,0.15942866117603646,0.8931206150750116,0.10679744740856181,0.5677354772748359,0.42862820352776937,161.42496229148412,RDD,40.50833333,-122.29222222,US,CA,west,no
179,179,0.9185539789460725,0.22391446733108908,0.6057341646327543,0.5677354772748359,0.42862820352776937,161.42496229148412,ACY,39.45611111,-74.57805556,US,NJ,east,no
180,180,0.9144999695342992,0.11733877994071525,0.33724286034622564,0.5677354772748359,0.42862820352776937,161.42496229148412,AGS,33.36916667,-81.96444444,US,GA,east,no
181,181,0.9144436929857244,0.06745397397331708,0.737449521833067,0.5677354772748359,0.42862820352776937,161.42496229148412,CAE,33.93638889,-81.11583333,US,SC,east,no
182,182,0.9334864914820069,0.17065564651822482,0.7448996142572492,0.5677354772748359,0.42862820352776937,161.42496229148412,CAK,40.91388889,-81.44166667,US,OH,east,no
183,183,0.590781044301387,0.18928241047258945,0.04149193009242672,0.5677354772748359,0.42862820352776937,161.42496229148412,CEF,42.19777778,-72.53055556,US,MA,east,no
